Date,bank_returns,tech_returns
2020-04-21,-0.04088952552236791,-0.04445718850854208
2020-04-22,0.008922578638394851,0.0415033123695446
2020-04-23,0.002993176112574103,-0.007818738916320567
2020-04-24,0.014671293339455568,0.0222586123272465
2020-04-27,0.060514419054292855,0.007902296068004966
2020-04-28,0.012978869682947073,-0.019941534688400615
2020-04-29,0.04294319557439782,0.034029061843134555
2020-04-30,-0.02824758526799324,0.0034739659763383113
2020-05-01,-0.03973249121379082,-0.024831121719404603
2020-05-04,-0.009063326991115117,0.02290076435825017
2020-05-05,-0.013075153442972534,0.01138524089854398
2020-05-06,-0.018412551767677716,0.011317479869776307
2020-05-07,0.023894966159950126,0.013309010465828294
2020-05-08,0.028643930487341224,0.018237063055149532
2020-05-11,-0.04000896533278971,0.019757764487554026
2020-05-12,-0.03438335958761322,-0.022229286648286162
2020-05-13,-0.040506167043657025,-0.010026658965626859
2020-05-14,0.03924768829032055,0.01422681771154588
2020-05-15,-0.011425358620259654,0.021989604804392344
2020-05-18,0.07064042600991279,0.021226000576849424
2020-05-19,-0.026076987110762933,-0.0021287347821218328
2020-05-20,0.028308121494401355,0.01733341315385717
2020-05-21,-0.007824774610985593,-0.013725967004196852
2020-05-22,-0.01274782328590233,0.011825994898066794
2020-05-26,0.07825194685929986,-0.017174316575667998
2020-05-27,0.07094828537540554,-0.005467635989478488
2020-05-28,-0.03910830704060031,-0.0021005996107257654
2020-05-29,-0.026909763173302403,0.018333564557378113
2020-06-01,0.0219050498531342,0.0007344868464788101
2020-06-02,0.013600609446229761,0.006054488089628718
2020-06-03,0.049815869213091224,0.0005404181231543811
2020-06-04,0.033900255039267524,-0.00722054570790213
2020-06-05,0.050782643023506914,0.023129671700209926
2020-06-08,0.025230264329247392,-0.00026100814302162007
2020-06-09,-0.021758512158082038,0.022197999095439885
2020-06-10,-0.053036874936815415,0.03275882789295159
2020-06-11,-0.10584890355337499,-0.05420527912645475
2020-06-12,0.047550871146177176,0.010671705086830722
2020-06-15,0.014240084739630158,0.015255799214831889
2020-06-16,0.0205304562660568,0.013178099928768061
2020-06-17,-0.027638925411922182,0.006846707687828839
2020-06-18,-0.0010246612906988917,0.0030524718893157887
2020-06-19,-0.001765446591821059,-0.002327523239805118
2020-06-22,-0.017346291523821427,0.027535166268918426
2020-06-23,0.012065642996563245,0.006656494094978704
2020-06-24,-0.037779600619053645,-0.02016943824877726
2020-06-25,0.036628200563048274,0.017823051711786258
2020-06-26,-0.0590585696502377,-0.02868077623696641
2020-06-29,0.009705483756579758,0.012903086754889085
